50 50
0 2
1.29676 2
0 2
1.13339 2
0 2
0 2
1.25287 2
0 2
0 2
0 2
0 2
1.21372 0
0 0
0 0
0 0
0 0
0 1
1.25881 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.03216 1
0 1
0 1
0 1
1.27381 1
1.01206 1
0 1
0 1
0 1
1.17031 1
1.00144 1
0 1
0 1
0 1
0 1
0 1
0 1
1.28401 1
0 1
1.03712 1
1.0574 3
0 3
1.29699 3
0 3
0 2
0 2
1.2175 2
0 2
0 2
1.05636 2
0 2
0 2
0 2
0 2
0 2
0 0
1.12634 0
0 0
0 0
1.03703 1
0 1
1.21306 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.0115 1
1.21824 1
0 1
0 1
0 1
0 1
0 1
0 1
1.21715 1
0 1
0 1
0 1
0 1
0 1
0 1
1.05914 1
0 1
0 1
0 1
0 1
1.03304 3
0 3
0 3
0 2
0 2
0 2
1.17806 2
1.29554 2
0 2
0 2
0 2
0 2
0 2
0 2
0 0
0 0
0 0
0 1
1.23258 1
1.08127 1
0 1
0 1
0 1
0 1
0 1
0 1
1.09358 1
1.21255 1
0 1
0 1
0 1
0 1
1.20403 1
0 1
0 1
1.22466 1
0 1
1.15755 1
1.00134 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.07125 1
1.23392 1
0 1
0 1
0 3
0 3
0 2
0 2
1.07152 2
0 2
1.16826 2
0 2
1.29544 2
1.06916 2
0 2
0 2
1.24006 2
0 2
0 2
0 2
0 1
0 1
1.17249 1
1.03324 1
0 1
1.18997 1
0 1
0 1
0 1
0 1
0 1
1.06292 1
0 1
0 1
0 1
0 1
0 1
1.11753 1
1.24441 1
1.13939 1
0 1
1.28537 1
1.24092 1
0 1
1.1756 1
0 1
1.24976 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.17929 3
0 3
0 2
1.24154 2
0 2
0 2
0 2
0 2
0 2
1.14609 2
0 2
0 2
0 2
0 2
1.11518 1
0 1
0 1
1.13158 1
0 1
1.28131 1
1.12958 1
1.03348 1
1.21496 1
0 1
0 1
1.15348 1
0 1
1.03543 1
0 1
0 1
1.03646 1
1.19091 1
1.25621 1
0 1
0 1
1.22811 1
1.23821 1
0 1
0 1
0 1
1.06759 1
0 1
0 1
1.02851 1
1.27028 1
0 1
1.18951 1
0 1
1.24951 3
1.18068 3
0 3
0 3
0 2
0 2
0 2
0 2
1.06204 2
0 2
0 2
1.1003 2
0 2
0 2
1.09987 2
0 2
0 1
0 1
0 1
0 1
0 1
1.24905 1
1.05706 1
0 1
0 1
1.09337 1
0 1
1.13646 1
1.15816 1
0 1
0 1
0 1
0 1
1.28733 1
0 1
0 1
1.21734 1
1.20611 1
0 1
0 1
1.25461 1
1.11249 1
1.1537 1
1.06868 1
0 1
0 1
0 1
0 1
0 1
1.27351 1
0 3
1.11383 3
0 3
0 3
0 2
0 2
1.04835 2
1.05897 2
0 2
0 2
0 2
1.23086 2
0 2
0 2
0 2
0 2
0 1
0 1
1.09059 1
0 1
1.03498 1
0 1
0 1
1.2588 1
0 1
1.26733 1
1.05443 1
1.26014 1
1.10216 1
1.25492 1
1.11852 1
0 1
0 1
1.29677 1
0 1
0 1
0 1
0 1
0 1
1.23936 1
1.21984 1
1.07923 1
0 1
0 1
0 1
0 1
1.20899 1
1.24527 1
0 1
0 1
0 3
0 3
1.09866 3
1.21762 3
0 2
1.29598 2
1.1491 2
1.0003 2
0 2
0 2
0 2
0 2
0 2
1.20608 2
0 2
0 2
0 1
0 1
0 1
0 1
1.11169 1
1.1574 1
0 1
0 1
0 1
0 1
1.2954 1
0 1
0 1
0 1
0 1
1.1882 1
0 1
0 1
1.06523 1
0 1
0 1
0 1
1.20376 1
0 1
1.17557 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 3
0 3
1.03634 3
1.01278 2
0 2
0 2
0 2
0 2
0 2
1.15587 2
0 2
1.21399 2
0 2
1.23196 2
0 2
0 2
0 2
0 1
0 1
1.19488 1
1.27627 1
0 1
0 1
0 1
0 1
1.03025 1
1.1694 1
1.01522 1
0 1
0 1
0 1
1.15092 1
0 1
1.25961 1
0 1
0 1
0 1
0 1
1.21777 1
1.13322 1
0 1
0 1
0 1
0 1
0 1
1.16581 1
1.01138 1
0 1
0 1
0 1
0 1
1.19438 3
0 3
0 2
0 2
0 2
0 2
1.17277 2
0 2
0 2
1.04985 2
1.17934 2
1.01997 2
0 2
0 2
1.22881 3
0 3
1.20716 3
0 1
0 1
1.09584 1
1.2677 1
0 1
0 1
0 1
0 1
1.15458 1
0 1
1.15796 1
0 1
0 1
0 1
0 1
0 1
0 1
1.03279 1
0 1
1.08335 1
0 1
0 1
0 1
0 1
1.00966 1
0 1
1.0468 1
0 1
0 1
0 1
0 1
1.22876 3
0 3
1.22174 3
0 3
0 2
0 2
0 2
0 2
1.15601 2
0 2
0 2
0 2
0 2
1.21937 2
0 2
0 2
1.20532 3
1.05539 3
0 3
0 3
0 1
0 1
0 1
1.25175 1
1.09062 1
1.11034 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.06229 1
0 1
1.24127 1
1.23026 1
1.01545 1
0 1
0 1
0 1
0 1
0 1
1.24919 1
0 1
0 1
1.2668 3
0 3
0 3
0 2
1.17414 2
1.06119 2
0 2
1.2558 2
0 2
0 2
1.12296 2
0 2
0 2
0 2
0 2
0 3
0 3
0 3
0 3
1.05974 1
0 1
1.17779 1
1.1214 1
0 1
1.04381 1
0 1
1.25045 1
1.24629 1
0 1
0 1
0 1
0 1
0 1
1.17872 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.01541 1
0 1
0 1
0 1
0 1
0 1
1.05185 3
0 3
0 3
1.27561 3
1.13094 2
0 2
0 2
1.26263 2
0 2
0 2
0 2
1.13102 2
0 2
1.00931 2
0 2
0 2
0 3
1.17994 3
0 3
0 3
0 1
1.2286 1
0 1
0 1
1.05505 1
1.13851 1
0 1
0 1
0 1
0 1
0 1
1.12651 1
0 1
0 1
0 1
1.26675 1
1.2024 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 3
0 3
0 3
1.20476 3
0 2
1.01226 2
0 2
0 2
1.20232 2
1.12645 2
0 2
0 2
1.10353 2
0 2
1.25644 2
0 2
0 2
0 2
0 2
0 2
0 1
1.04836 1
1.19281 1
1.03022 1
0 1
1.28801 1
0 1
1.20804 1
0 1
1.19264 1
0 1
1.24229 1
0 1
0 1
0 1
1.19484 1
0 1
1.21246 1
0 1
1.09975 1
1.13199 1
1.25848 1
1.20735 1
0 1
0 1
1.07293 1
0 1
0 1
0 1
1.01444 1
0 3
1.21702 3
0 3
0 3
0 2
0 2
0 2
0 2
0 2
1.03555 2
0 2
0 2
1.11672 2
1.17187 2
0 2
1.16901 1
1.28366 1
0 1
0 1
1.26953 1
0 1
0 1
0 1
1.06535 1
0 1
0 1
0 1
0 1
1.07996 1
0 1
1.04683 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.25376 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 3
1.08618 3
1.07438 3
0 3
0 2
0 2
0 2
0 2
0 2
0 2
1.06039 2
1.01737 2
0 2
0 2
1.26737 2
0 1
1.14525 1
1.26347 1
1.01341 1
1.18136 1
0 1
1.00941 1
1.14786 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.01971 1
0 1
0 1
1.06196 1
0 1
1.04049 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1.04937 1
1.0591 1
0 1
0 1
0 1
1.19265 3
0 3
0 3
1.29428 3
1.23977 3
0 2
0 2
0 2
0 2
0 2
0 2
0 2
0 2
1.0691 2
0 2
0 2
0 1
1.24825 1
1.15901 1
0 1
0 1
0 1
0 1
1.17601 1
1.00941 1
0 1
0 0
0 0
0 0
1.07677 0
0 0
0 1
0 0
1.14528 0
0 0
1.0205 0
0 1
1.11547 1
0 1
0 1
0 1
0 1
0 1
0 1
1.00767 1
1.04122 1
0 1
1.15683 1
0 1
0 1
0 3
0 3
1.24985 3
0 3
1.2523 3
0 2
0 2
0 2
1.26371 2
0 2
0 2
0 2
0 2
0 2
1.23412 2
1.16189 2
0 2
0 1
1.29763 1
1.06517 1
0 1
0 1
0 1
1.11365 1
0 1
0 0
1.2047 0
1.26805 0
1.26139 0
0 0
0 0
1.08209 0
0 0
1.0741 0
0 0
0 0
0 0
0 0
0 0
0 0
1.08526 0
0 0
0 0
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 3
1.12323 3
0 3
0 3
0 3
1.20695 2
0 2
0 2
1.13179 2
0 2
1.04225 2
1.26642 2
1.26455 2
1.25009 2
0 2
1.25254 2
0 2
1.11527 1
1.14571 1
0 1
0 1
0 1
1.15744 1
0 1
1.15021 1
0 0
1.25129 0
1.03897 0
0 0
0 0
0 0
1.02501 0
1.15917 0
1.12471 0
0 0
1.2973 0
1.18651 0
1.02969 0
0 0
0 0
0 0
1.01619 0
0 0
0 0
0 1
0 1
1.20538 1
1.06469 1
0 1
0 1
1.13266 3
0 3
1.02374 3
1.18514 3
0 3
0 2
0 2
1.0941 2
0 2
1.21146 2
0 2
0 2
0 2
0 2
0 2
1.29454 2
0 2
1.24422 1
0 1
0 1
0 1
0 1
1.14504 1
1.2219 1
0 1
0 0
1.01506 0
1.15867 0
1.03609 0
1.22782 0
1.1697 0
0 0
0 0
1.20457 0
0 0
0 0
1.04655 0
1.1405 0
1.29654 0
1.23179 0
0 0
1.24403 0
0 0
0 0
0 0
0 1
0 1
1.15694 1
0 1
0 1
0 3
0 3
0 3
0 3
0 3
0 2
0 2
0 2
0 2
1.10443 2
0 2
0 2
0 2
0 2
1.08552 2
1.19129 2
0 2
1.08801 1
0 1
0 1
0 1
0 1
1.00467 1
0 1
0 1
0 0
0 0
0 0
1.23686 0
0 0
0 0
0 0
0 0
0 0
1.01977 0
1.16755 0
0 0
0 0
1.18819 0
1.25367 0
0 0
0 0
1.12475 0
1.00935 0
0 0
0 0
0 1
0 1
0 1
0 1
0 3
0 3
0 3
0 3
0 3
1.03683 2
0 2
1.11031 2
0 2
0 2
1.14324 2
0 2
1.18954 2
1.16487 2
0 2
0 2
0 2
0 1
0 1
0 1
1.2507 1
0 1
0 1
0 1
0 0
1.27406 0
1.14753 0
0 0
0 0
0 0
0 0
0 0
0 0
1.08315 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1.08421 0
0 0
1.23275 0
1.24249 0
1.20859 0
0 0
0 0
1.03877 3
0 3
0 3
0 3
0 2
1.26741 2
1.10005 2
0 2
0 2
1.23579 2
0 2
0 2
0 2
0 2
0 2
0 2
0 1
0 1
0 1
0 1
0 1
1.1279 1
0 1
0 0
0 0
0 0
1.27861 0
0 0
0 0
0 0
0 0
1.29313 0
0 0
0 0
0 0
0 0
1.14407 0
0 0
1.00752 0
1.11271 0
0 0
0 0
0 0
0 0
0 0
1.21915 0
0 0
0 0
0 0
1.1481 0
1.01375 3
0 3
0 3
0 3
0 2
0 2
0 2
0 2
0 2
0 2
0 2
1.19342 2
0 2
0 2
0 2
1.02636 3
0 3
0 3
0 1
0 1
0 1
0 1
0 1
1.04843 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1.2604 0
0 0
1.11533 0
1.22611 0
0 0
0 0
1.11648 0
0 0
1.12146 0
0 0
1.0514 0
1.17511 0
0 0
1.0175 3
0 3
1.0881 3
0 2
0 2
0 2
0 2
0 2
0 2
0 2
0 2
0 2
0 2
0 2
0 3
1.16001 3
0 3
0 3
1.0915 3
0 3
0 1
0 1
0 0
0 0
1.11303 0
1.04718 0
1.28351 0
1.15097 0
0 0
1.23088 0
0 0
0 0
0 0
0 0
1.02589 0
0 0
1.07426 0
0 0
1.08072 0
0 0
0 0
1.04709 0
1.17342 0
0 0
1.15705 0
1.10886 0
1.01209 0
0 0
1.10484 0
0 0
0 3
0 3
1.26458 3
0 2
0 2
1.2231 2
0 2
0 2
0 2
0 2
0 2
1.22114 2
0 2
0 2
0 3
0 3
1.08929 3
0 3
0 3
0 3
0 1
0 1
0 1
0 0
0 0
0 0
1.01048 0
1.11948 0
0 0
1.0387 0
1.27417 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1.23572 0
0 0
0 0
0 0
0 0
0 0
