10 10
0 -1
0 -1
1.13782 -1
0 -1
0 -1
0 -1
0 3
1.23683 3
1.23384 3
0 3
0 -1
0 -1
0 -1
1.12383 -1
0 -1
0 -1
1.24544 -1
0 3
0 3
1.21052 -1
0 -1
1.13666 -1
0 -1
1.18577 -1
0 -1
0 -1
0 -1
1.18664 -1
0 3
1.02628 -1
0 -1
1.05044 -1
0 -1
0 -1
1.2352 -1
1.27137 1
1.14005 1
0 1
1.14071 3
0 -1
1.20066 0
1.18634 0
0 -1
0 -1
0 -1
0 -1
1.15602 1
1.25653 1
1.15528 3
0 -1
1.29976 0
0 0
1.20813 -1
0 -1
0 -1
0 -1
1.18672 1
1.1349 1
0 3
0 -1
1.2156 0
1.14953 0
0 0
0 -1
0 -1
1.24564 -1
0 1
1.24957 -1
1.07817 3
0 -1
0 -1
1.16194 2
1.03067 0
0 -1
0 -1
0 2
1.16067 -1
0 -1
1.16601 3
1.29252 -1
0 -1
0 2
1.28656 2
0 2
1.10116 2
1.24429 2
0 2
0 -1
0 -1
0 -1
1.17418 -1
0 -1
0 -1
0 -1
1.29237 2
1.15812 2
0 -1
0 -1
1.06058 -1
1.21689 -1
